node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
7,10,0,10000000,22,2,10,2,50,1,1000,5,5,1889536,540697529,ops/s,206948.695621,19574.416893,120757.967801,211527.590682,212781.357483,213058.874270,0.000000,213598.447270,214145.675002
7,10,0,10000000,22,2,10,2,50,1,1000,5,5,1890061,540690556,ops/s,207006.031511,19583.306400,121014.010320,211571.921236,212778.671495,213143.188177,0.000000,213585.722884,213895.156133
