node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
7,10,0,10000000,22,2,10,2,50,1,1000,5,5,1889536,540697529,ns,4704.867310,981.615308,4216.000000,4494.000000,4744.000000,7429.000000,0.000000,7819.000000,15731.000000
7,10,0,10000000,22,2,10,2,50,1,1000,5,5,1890061,540690556,ns,4682.399276,896.361870,4230.000000,4477.000000,4729.000000,7444.000000,0.000000,7892.000000,14030.000000
