node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
4,10,0,10000000,22,1,10,1,50,1,1000,5,5,980739,540585935,ops/s,107412.960507,6484.526445,77885.306044,108870.150118,110183.806375,110513.800252,0.000000,111032.066206,111516.999895
