node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
8,10,0,10000000,22,2,10,2,50,1,1000,5,5,2037895,540807590,ops/s,223194.224833,2308.908400,176131.511044,223383.318871,223545.266236,223579.845703,0.000000,223667.123748,223736.305462
8,10,0,10000000,22,2,10,2,50,1,1000,5,5,2035711,540785850,ops/s,222953.385184,2151.116923,175636.263923,223128.762914,223294.139065,223328.237381,0.000000,223394.082600,223593.754669
