node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
6,10,0,10000000,22,2,10,2,50,1,1000,5,5,1061615,540667521,ops/s,116269.172477,5882.531264,89085.938356,117552.546896,118881.288956,119239.978533,0.000000,119808.480698,121348.142466
6,10,0,10000000,22,2,10,2,50,1,1000,5,5,1063810,540660344,ops/s,116510.527313,5863.089314,89460.273288,117799.932878,119110.963756,119465.755677,0.000000,120572.214501,122241.705819
