node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
3,10,0,10000000,22,2,10,2,50,1,1000,5,5,1040885,540738792,ns,8632.585749,2819.348369,3690.000000,7391.000000,12133.000000,12181.000000,0.000000,14718.000000,26703.000000
3,10,0,10000000,22,2,10,2,50,1,1000,5,5,1037997,540740467,ns,8520.721014,2686.339923,3722.000000,7412.000000,12138.000000,12195.000000,0.000000,14606.000000,25200.000000
