node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
5,10,0,10000000,22,2,10,2,50,1,1000,5,5,855938,540763415,ops/s,93743.746193,847.640420,90438.410399,93757.570152,94795.646374,95100.446781,0.000000,95549.960413,96417.569787
5,10,0,10000000,22,2,10,2,50,1,1000,5,5,855483,540746074,ops/s,93694.155873,879.557291,90388.728707,93710.127271,94811.349027,95164.639358,0.000000,95656.096910,96828.209152
