node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
5,10,0,10000000,22,2,10,2,50,1,1000,5,5,1922151,540734003,ns,4593.551267,892.332602,4097.000000,4408.000000,4662.000000,7198.000000,0.000000,7614.000000,16101.000000
5,10,0,10000000,22,2,10,2,50,1,1000,5,5,1927083,540746771,ns,4638.731001,1126.971688,4126.000000,4416.000000,4662.000000,7322.000000,0.000000,7776.000000,19747.000000
