node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
3,10,0,10000000,22,2,10,2,50,1,1000,5,5,968868,540736710,ops/s,106112.119161,1538.024771,99708.330431,106384.620342,107667.388746,107931.534765,0.000000,108623.389268,109370.531295
3,10,0,10000000,22,2,10,2,50,1,1000,5,5,967701,540743555,ops/s,105983.113833,1563.702815,99578.158961,106266.100289,107534.232789,107868.410346,0.000000,108501.924095,109052.224484
