node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
3,10,0,10000000,22,2,10,2,50,1,1000,5,5,968868,540736710,ns,9323.171498,2685.474722,4279.000000,8070.000000,12823.000000,12978.000000,0.000000,13518.000000,19164.000000
3,10,0,10000000,22,2,10,2,50,1,1000,5,5,967701,540743555,ns,9274.192029,2803.655685,4239.000000,8072.000000,12846.000000,12990.000000,0.000000,13636.000000,19716.000000
