node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
2,10,0,10000000,22,2,10,2,50,1,1000,5,5,2299691,540718728,ns,3925.101327,919.397192,3464.000000,3689.000000,5762.000000,5981.000000,0.000000,6163.000000,14179.000000
2,10,0,10000000,22,2,10,2,50,1,1000,5,5,2286656,540722398,ns,3972.733414,1018.998279,3478.000000,3712.000000,5841.000000,6084.000000,0.000000,6294.000000,14774.000000
