thread_count,node_count,p_local,min_key,max_key,count,mean,stdev,min,p50,p90,p95,p99,p999,max
2.0,10.0,50.0,1.0,1000.0,1074553.0,117689.673017,1121.971532,111334.011206,117732.802092,119049.067649,119458.479101,0.0,120216.578702,121513.784055
2.0,10.0,50.0,1.0,1000.0,1071613.0,117365.47951,1130.451274,110990.057632,117372.426249,118776.406865,119152.372544,0.0,119682.885756,120029.53652
2.0,10.0,50.0,1.0,1000.0,1061615.0,116269.172477,5882.531264,89085.938356,117552.546896,118881.288956,119239.978533,0.0,119808.480698,121348.142466
2.0,10.0,50.0,1.0,1000.0,1063810.0,116510.527313,5863.089314,89460.273288,117799.932878,119110.963756,119465.755677,0.0,120572.214501,122241.705819
2.0,10.0,50.0,1.0,1000.0,855938.0,93743.746193,847.64042,90438.410399,93757.570152,94795.646374,95100.446781,0.0,95549.960413,96417.569787
2.0,10.0,50.0,1.0,1000.0,855483.0,93694.155873,879.557291,90388.728707,93710.127271,94811.349027,95164.639358,0.0,95656.09691,96828.209152
2.0,10.0,50.0,1.0,1000.0,1063145.0,116438.680669,5894.148292,89697.592141,117752.950497,119114.686668,119436.849808,0.0,120089.06742,121277.634462
2.0,10.0,50.0,1.0,1000.0,1062483.0,116364.684121,5875.431441,89651.042608,117697.203843,118949.218392,119483.053577,0.0,120057.605872,120723.385418
2.0,10.0,50.0,1.0,1000.0,859205.0,94102.957256,4235.895531,74220.505492,94995.937041,96091.367919,96375.299573,0.0,96952.973908,97349.07216
2.0,10.0,50.0,1.0,1000.0,858948.0,94075.523882,4235.289829,74295.10032,94984.707644,96101.317468,96396.346923,0.0,97098.770412,97671.523586
2.0,10.0,50.0,1.0,1000.0,1051589.0,115172.835099,1102.173048,108997.810061,115140.420957,116563.130646,116908.513774,0.0,117711.56021,118464.923353
2.0,10.0,50.0,1.0,1000.0,1052677.0,115292.497576,1114.097116,109064.395488,115304.440038,116632.757782,117046.253413,0.0,117845.159081,119052.754173
2.0,10.0,50.0,1.0,1000.0,1040885.0,113999.842586,6076.43444,86341.868269,115343.770719,116762.850746,117208.388525,0.0,117816.687944,118903.603487
2.0,10.0,50.0,1.0,1000.0,1037997.0,113683.317403,6086.881382,85939.444726,115039.921668,116380.036194,116717.239599,0.0,117399.461413,118005.185874
2.0,10.0,50.0,1.0,1000.0,1064996.0,116639.67582,1114.761676,110151.944354,116666.160146,117956.481595,118430.359409,0.0,119061.555187,119730.311784
2.0,10.0,50.0,1.0,1000.0,1064823.0,116620.167915,1107.931109,110086.411026,116646.764096,117998.245094,118387.170898,0.0,119063.251717,119607.480399
2.0,10.0,50.0,1.0,1000.0,867773.0,95041.960419,4076.893124,76306.123856,95918.987386,97043.804248,97345.347908,0.0,97944.834678,98453.106604
2.0,10.0,50.0,1.0,1000.0,866443.0,94894.355363,4089.495628,76261.416883,95770.710938,96913.355014,97224.036103,0.0,97890.167232,98905.317758
2.0,10.0,50.0,1.0,1000.0,1000942.0,109624.854185,1187.677701,94473.465616,109676.118891,110802.610186,111208.521875,0.0,111630.510633,112841.744582
2.0,10.0,50.0,1.0,1000.0,1004117.0,109971.85126,1111.628019,94803.136977,110022.785247,111158.952311,111479.471482,0.0,112268.475765,112887.946825
2.0,10.0,50.0,1.0,1000.0,993951.75,108859.79789685,3151.69897155,93099.38387024998,109444.31423245001,110694.67684449998,111061.42624304998,0.0,111715.81492260001,112612.6469132
