thread_count,node_count,p_local,min_key,max_key,count,mean,stdev,min,p50,p90,p95,p99,p999,max
2.0,10.0,50.0,1.0,1000.0,1971210.0,215892.94459,1680.532306,191430.697456,216107.051748,217376.730679,217642.801292,0.0,217985.314329,218633.93304
2.0,10.0,50.0,1.0,1000.0,1969169.0,215667.711281,1550.998544,191076.092603,215814.674054,217093.408118,217394.225995,0.0,217826.333005,218601.76607
2.0,10.0,50.0,1.0,1000.0,1989648.0,217913.178604,19973.719031,129867.584071,222600.397684,223917.962999,224324.250441,0.0,224790.209428,225535.014379
2.0,10.0,50.0,1.0,1000.0,1988621.0,217799.269473,19943.306409,130125.034369,222386.003781,223838.897041,224189.257883,0.0,224924.199364,225669.650158
2.0,10.0,50.0,1.0,1000.0,1922151.0,210518.909127,19614.554408,124172.782796,215141.024079,216406.618501,216784.240558,0.0,217223.380283,217899.177624
2.0,10.0,50.0,1.0,1000.0,1927083.0,211059.591316,19726.157289,124310.289015,215690.870573,216872.203332,217091.377031,0.0,217589.040777,218104.8064
2.0,10.0,50.0,1.0,1000.0,1936994.0,212145.02803,19862.157579,124925.337591,216703.419664,218192.018423,218603.433754,0.0,219246.819059,219892.665858
2.0,10.0,50.0,1.0,1000.0,1936992.0,212146.050172,19916.622375,124613.102637,216687.675502,218289.43926,218706.330259,0.0,219239.013573,220218.952512
2.0,10.0,50.0,1.0,1000.0,1889536.0,206948.695621,19574.416893,120757.967801,211527.590682,212781.357483,213058.87427,0.0,213598.44727,214145.675002
2.0,10.0,50.0,1.0,1000.0,1890061.0,207006.031511,19583.3064,121014.01032,211571.921236,212778.671495,213143.188177,0.0,213585.722884,213895.156133
2.0,10.0,50.0,1.0,1000.0,2019917.0,221227.819506,11662.988605,129498.143421,222801.625535,224588.101517,224958.16886,0.0,225579.251724,226279.83685
2.0,10.0,50.0,1.0,1000.0,2020819.0,221325.594719,11685.455874,128888.09781,222992.396277,224382.199799,224718.488773,0.0,225392.945482,226006.293476
2.0,10.0,50.0,1.0,1000.0,1961689.0,214847.192636,19974.986908,126550.585101,219482.446582,220568.623732,220875.595544,0.0,221391.828743,221785.11039
2.0,10.0,50.0,1.0,1000.0,1956178.0,214246.104013,19953.912276,126433.610102,218903.487905,220093.531121,220438.129638,0.0,220958.047941,221741.313368
2.0,10.0,50.0,1.0,1000.0,1985396.0,217446.305372,19903.565542,129359.940631,222118.819124,223540.514788,223865.1106,0.0,224481.940469,225612.812628
2.0,10.0,50.0,1.0,1000.0,1984076.0,217301.398235,19872.595093,129547.155074,221920.474167,223363.453942,223703.873111,0.0,224405.491187,225565.439777
2.0,10.0,50.0,1.0,1000.0,1953451.0,213949.507506,19808.022083,126938.375323,218524.521703,219865.402398,220208.709527,0.0,220851.486003,222291.585514
2.0,10.0,50.0,1.0,1000.0,1953415.0,213945.72527,19873.078149,125952.127302,218520.175198,219906.467539,220213.870912,0.0,220835.87879,222428.19107
2.0,10.0,50.0,1.0,1000.0,1707699.0,187030.616522,1922.996915,145501.771436,187165.17322,187850.528723,188028.751421,0.0,188291.09167,188454.14561
2.0,10.0,50.0,1.0,1000.0,1704301.0,186657.383243,1916.043483,145357.018992,186776.174225,187532.0178,187699.652224,0.0,188026.508286,188216.84469
2.0,10.0,50.0,1.0,1000.0,1933420.3,211753.75283734998,15399.970808100003,134815.98619255,215171.79614695,216461.9074345,216782.41651349998,0.0,217311.14751335,218048.91852745
