node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
8,10,0,10000000,22,1,10,1,50,1,1000,5,5,1472840,540674920,ns,6027.857660,1778.105592,4117.000000,7644.000000,7820.000000,7868.000000,0.000000,7974.000000,8836.000000
