node_id,runtime,unlimited_stream,op_count,region_size,thread_count,node_count,qp_max,p_local,min_key,max_key,localb,remoteb,count,runtime_ns,units,mean,stdev,min,p50,p90,p95,p99,p999,max
8,10,0,10000000,22,1,10,1,50,1,1000,5,5,1469836,540696746,ops/s,160979.548880,1597.233712,133433.835335,161054.849344,162451.243061,162779.891990,0.000000,163439.308144,164054.675808
